Domain Code,Domain,Area Code (M49),i,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description,,,,,,,
ET,Temperature change,662,Saint Lucia,7271,Temperature change,7006,June,2019,2019,°C,1.057,E,Estimated value,,,,,,,
ET,Temperature change,662,Saint Lucia,7271,Temperature change,7007,July,2019,2019,°C,1.196,E,Estimated value,,,,,,,
ET,Temperature change,662,Saint Lucia,7271,Temperature change,7008,August,2019,2019,°C,1.037,E,Estimated value,,,,,,,
ET,Temperature change,662,Saint Lucia,7271,Temperature change,7009,September,2019,2019,°C,1.297,E,Estimated value,,,,,,,
ET,Temperature change,662,Saint Lucia,7271,Temperature change,7010,October,2019,2019,°C,0.973,E,Estimated value,,,,,,,
ET,Temperature change,662,Saint Lucia,7271,Temperature change,7011,November,2019,2019,°C,0.994,E,Estimated value,,,,,,,
ET,Temperature change,662,Saint Lucia,7271,Temperature change,7012,December,2019,2019,°C,1.441,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7001,January,2019,2019,°C,0.083,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7002,February,2019,2019,°C,-2.522,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7003,March,2019,2019,°C,-1.442,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7004,April,2019,2019,°C,-0.564,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7005,May,2019,2019,°C,0.471,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7006,June,2019,2019,°C,0.633,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7007,July,2019,2019,°C,1.46,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7008,August,2019,2019,°C,2.467,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7009,September,2019,2019,°C,0.38,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7010,October,2019,2019,°C,0.487,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7011,November,2019,2019,°C,0.335,E,Estimated value,,,,,,,
ET,Temperature change,666,Saint Pierre and Miquelon,7271,Temperature change,7012,December,2019,2019,°C,0.408,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7001,January,2019,2019,°C,0.327,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7002,February,2019,2019,°C,0.775,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7003,March,2019,2019,°C,0.776,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7004,April,2019,2019,°C,0.657,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7005,May,2019,2019,°C,0.831,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7006,June,2019,2019,°C,1.105,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7007,July,2019,2019,°C,1.234,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7008,August,2019,2019,°C,1.152,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7009,September,2019,2019,°C,1.34,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7010,October,2019,2019,°C,0.852,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7011,November,2019,2019,°C,1.02,E,Estimated value,,,,,,,
ET,Temperature change,670,Saint Vincent and the Grenadines,7271,Temperature change,7012,December,2019,2019,°C,1.444,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7001,January,2019,2019,°C,0.89,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7002,February,2019,2019,°C,0.887,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7003,March,2019,2019,°C,0.602,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7004,April,2019,2019,°C,0.964,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7005,May,2019,2019,°C,0.395,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7006,June,2019,2019,°C,0.854,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7007,July,2019,2019,°C,0.753,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7008,August,2019,2019,°C,1.253,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7009,September,2019,2019,°C,1.028,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7010,October,2019,2019,°C,0.94,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7011,November,2019,2019,°C,0.501,E,Estimated value,,,,,,,
ET,Temperature change,882,Samoa,7271,Temperature change,7012,December,2019,2019,°C,0.571,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7001,January,2019,2019,°C,-0.518,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7002,February,2019,2019,°C,1.979,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7003,March,2019,2019,°C,2.639,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7004,April,2019,2019,°C,1.129,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7005,May,2019,2019,°C,-1.908,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7006,June,2019,2019,°C,4.231,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7007,July,2019,2019,°C,2.324,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7008,August,2019,2019,°C,2.914,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7009,September,2019,2019,°C,1.336,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7010,October,2019,2019,°C,2.694,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7011,November,2019,2019,°C,2.283,E,Estimated value,,,,,,,
ET,Temperature change,674,San Marino,7271,Temperature change,7012,December,2019,2019,°C,2.511,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7001,January,2019,2019,°C,0.749,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7002,February,2019,2019,°C,1.41,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7003,March,2019,2019,°C,1.382,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7004,April,2019,2019,°C,1.125,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7005,May,2019,2019,°C,1.371,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7006,June,2019,2019,°C,1.694,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7007,July,2019,2019,°C,2.05,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7008,August,2019,2019,°C,1.573,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7009,September,2019,2019,°C,1.367,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7010,October,2019,2019,°C,0.887,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7011,November,2019,2019,°C,1.383,E,Estimated value,,,,,,,
ET,Temperature change,678,Sao Tome and Principe,7271,Temperature change,7012,December,2019,2019,°C,1.489,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7001,January,2019,2019,°C,2.78,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7002,February,2019,2019,°C,1.185,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7003,March,2019,2019,°C,-0.385,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7004,April,2019,2019,°C,0.499,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7005,May,2019,2019,°C,1.617,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7006,June,2019,2019,°C,2.711,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7007,July,2019,2019,°C,1.769,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7008,August,2019,2019,°C,1.716,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7009,September,2019,2019,°C,2.537,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7010,October,2019,2019,°C,3.091,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7011,November,2019,2019,°C,1.869,E,Estimated value,,,,,,,
ET,Temperature change,682,Saudi Arabia,7271,Temperature change,7012,December,2019,2019,°C,1.607,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7001,January,2019,2019,°C,1.231,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7002,February,2019,2019,°C,1.263,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7003,March,2019,2019,°C,0.558,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7004,April,2019,2019,°C,1.547,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7005,May,2019,2019,°C,0.999,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7006,June,2019,2019,°C,1.966,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7007,July,2019,2019,°C,1.781,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7008,August,2019,2019,°C,1.739,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7009,September,2019,2019,°C,1.344,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7010,October,2019,2019,°C,1.288,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7011,November,2019,2019,°C,2.026,E,Estimated value,,,,,,,
ET,Temperature change,686,Senegal,7271,Temperature change,7012,December,2019,2019,°C,2.05,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7001,January,2019,2019,°C,0.437,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7002,February,2019,2019,°C,2.628,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7003,March,2019,2019,°C,3.82,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7004,April,2019,2019,°C,1.837,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7005,May,2019,2019,°C,-0.838,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7006,June,2019,2019,°C,3.359,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7007,July,2019,2019,°C,1.629,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7008,August,2019,2019,°C,3.349,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7009,September,2019,2019,°C,2.038,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7010,October,2019,2019,°C,3.232,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7011,November,2019,2019,°C,4.391,E,Estimated value,,,,,,,
ET,Temperature change,688,Serbia,7271,Temperature change,7012,December,2019,2019,°C,2.726,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7001,January,2019,2019,°C,0.872,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7002,February,2019,2019,°C,1.002,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7003,March,2019,2019,°C,1.29,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7004,April,2019,2019,°C,1.297,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7005,May,2019,2019,°C,1.078,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7006,June,2019,2019,°C,1.462,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7007,July,2019,2019,°C,1.099,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7008,August,2019,2019,°C,1.207,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7009,September,2019,2019,°C,1.144,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7010,October,2019,2019,°C,1.375,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7011,November,2019,2019,°C,1.399,E,Estimated value,,,,,,,
ET,Temperature change,690,Seychelles,7271,Temperature change,7012,December,2019,2019,°C,1.005,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7001,January,2019,2019,°C,1.255,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7002,February,2019,2019,°C,1.442,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7003,March,2019,2019,°C,1.403,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7004,April,2019,2019,°C,1.447,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7005,May,2019,2019,°C,1.928,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7006,June,2019,2019,°C,1.727,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7007,July,2019,2019,°C,1.443,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7008,August,2019,2019,°C,1.5,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7009,September,2019,2019,°C,1.629,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7010,October,2019,2019,°C,1.282,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7011,November,2019,2019,°C,1.476,E,Estimated value,,,,,,,
ET,Temperature change,694,Sierra Leone,7271,Temperature change,7012,December,2019,2019,°C,1.703,E,Estimated value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7001,January,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7002,February,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7003,March,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7004,April,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7005,May,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7006,June,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7007,July,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7008,August,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7009,September,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7010,October,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7011,November,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,702,Singapore,7271,Temperature change,7012,December,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7001,January,2019,2019,°C,1.055,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7002,February,2019,2019,°C,3.715,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7003,March,2019,2019,°C,3.78,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7004,April,2019,2019,°C,2.427,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7005,May,2019,2019,°C,-0.66,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7006,June,2019,2019,°C,4.849,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7007,July,2019,2019,°C,1.833,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7008,August,2019,2019,°C,3.46,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7009,September,2019,2019,°C,1.264,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7010,October,2019,2019,°C,2.594,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7011,November,2019,2019,°C,3.813,E,Estimated value,,,,,,,
ET,Temperature change,703,Slovakia,7271,Temperature change,7012,December,2019,2019,°C,2.849,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7001,January,2019,2019,°C,1.024,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7002,February,2019,2019,°C,3.611,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7003,March,2019,2019,°C,3.339,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7004,April,2019,2019,°C,1.832,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7005,May,2019,2019,°C,-1.406,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7006,June,2019,2019,°C,4.818,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7007,July,2019,2019,°C,2.831,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7008,August,2019,2019,°C,3.472,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7009,September,2019,2019,°C,1.428,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7010,October,2019,2019,°C,2.913,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7011,November,2019,2019,°C,3.11,E,Estimated value,,,,,,,
ET,Temperature change,705,Slovenia,7271,Temperature change,7012,December,2019,2019,°C,3.201,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7001,January,2019,2019,°C,0.889,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7002,February,2019,2019,°C,0.6,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7003,March,2019,2019,°C,0.412,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7004,April,2019,2019,°C,0.43,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7005,May,2019,2019,°C,0.584,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7006,June,2019,2019,°C,1.017,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7007,July,2019,2019,°C,0.606,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7008,August,2019,2019,°C,0.351,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7009,September,2019,2019,°C,-0.007,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7010,October,2019,2019,°C,0.714,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7011,November,2019,2019,°C,0.585,E,Estimated value,,,,,,,
ET,Temperature change,90,Solomon Islands,7271,Temperature change,7012,December,2019,2019,°C,1.003,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7001,January,2019,2019,°C,0.78,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7002,February,2019,2019,°C,1.282,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7003,March,2019,2019,°C,0.847,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7004,April,2019,2019,°C,3.229,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7005,May,2019,2019,°C,3.161,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7006,June,2019,2019,°C,2.17,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7007,July,2019,2019,°C,2.188,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7008,August,2019,2019,°C,2.128,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7009,September,2019,2019,°C,1.733,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7010,October,2019,2019,°C,0.661,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7011,November,2019,2019,°C,0.88,E,Estimated value,,,,,,,
ET,Temperature change,706,Somalia,7271,Temperature change,7012,December,2019,2019,°C,0.823,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7001,January,2019,2019,°C,0.93,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7002,February,2019,2019,°C,1.196,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7003,March,2019,2019,°C,1.771,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7004,April,2019,2019,°C,1.405,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7005,May,2019,2019,°C,2.747,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7006,June,2019,2019,°C,1.819,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7007,July,2019,2019,°C,1.94,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7008,August,2019,2019,°C,1.982,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7009,September,2019,2019,°C,1.849,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7010,October,2019,2019,°C,1.771,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7011,November,2019,2019,°C,1.91,E,Estimated value,,,,,,,
ET,Temperature change,710,South Africa,7271,Temperature change,7012,December,2019,2019,°C,0.288,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7001,January,2019,2019,°C,1.614,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7002,February,2019,2019,°C,-0.041,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7003,March,2019,2019,°C,0.1,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7004,April,2019,2019,°C,-1.078,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7005,May,2019,2019,°C,0.396,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7006,June,2019,2019,°C,0.226,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7007,July,2019,2019,°C,-1.848,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7008,August,2019,2019,°C,-1.062,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7009,September,2019,2019,°C,0.276,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7010,October,2019,2019,°C,0.852,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7011,November,2019,2019,°C,1.756,E,Estimated value,,,,,,,
ET,Temperature change,239,South Georgia and the South Sandwich Islands,7271,Temperature change,7012,December,2019,2019,°C,2.019,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7001,January,2019,2019,°C,2.094,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7002,February,2019,2019,°C,1.204,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7003,March,2019,2019,°C,0.628,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7004,April,2019,2019,°C,1.342,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7005,May,2019,2019,°C,1.969,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7006,June,2019,2019,°C,-0.127,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7007,July,2019,2019,°C,1.002,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7008,August,2019,2019,°C,0.416,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7009,September,2019,2019,°C,0.277,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7010,October,2019,2019,°C,-0.18,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7011,November,2019,2019,°C,0.121,E,Estimated value,,,,,,,
ET,Temperature change,728,South Sudan,7271,Temperature change,7012,December,2019,2019,°C,0.544,E,Estimated value,,,,,,,
ET,Temperature change,724,Spain,7271,Temperature change,7001,January,2019,2019,°C,0.255,E,Estimated value,,,,,,,
ET,Temperature change,724,Spain,7271,Temperature change,7002,February,2019,2019,°C,1.699,E,Estimated value,,,,,,,
ET,Temperature change,724,Spain,7271,Temperature change,7003,March,2019,2019,°C,1.753,E,Estimated value,,,,,,,
ET,Temperature change,724,Spain,7271,Temperature change,7004,April,2019,2019,°C,0.776,E,Estimated value,,,,,,,
ET,Temperature change,724,Spain,7271,Temperature change,7005,May,2019,2019,°C,1.53,E,Estimated value,,,,,,,
ET,Temperature change,724,Spain,7271,Temperature change,7006,June,2019,2019,°C,1.493,E,Estimated value,,,,,,,
